"Frequency";"Verification test [FTB-101]" (Magnitude (dB));"H1-X1 [open ] TAP-1" (Magnitude (dB));"H2-X2 [open ] TAP-1" (Magnitude (dB));"H3-X3 [open ] TAP-1" (Magnitude (dB));" X1-H0X0 [open] TAP-1" (Magnitude (dB));"X2-H0X0  [open] TAP-1" (Magnitude (dB));"X3-X0H0 [open] TAP-1" (Magnitude (dB));"Y1-Y3  [ open] TAP-1" (Magnitude (dB));"Y2-Y1 [open] TAP-1" (Magnitude (dB));"Y3-Y2 [ open ] TAP-1" (Magnitude (dB));"H1-X0H0 [short X1-X2-X3] TAP-1" (Magnitude (dB));"H2-X0H0 [short X1-X2-X3 ] TAP-1" (Magnitude (dB));"H3-H0X0 [short X1-X2-X3 ] TAP-1" (Magnitude (dB));"H1-H0X0 [short Y1-Y2-Y3 ] TAP-1" (Magnitude (dB));"H2-H0X0 [short Y1-Y2-Y3 ] TAP-1" (Magnitude (dB));"H3-H0X0 [short Y1-Y2-Y3 ] TAP-1" (Magnitude (dB));"X1-H0X0 [short Y1-Y2-Y3] TAP-1" (Magnitude (dB));"X2-H0X0 [short Y1-Y2-Y3, ] TAP-1" (Magnitude (dB));"X3-X0H0 [short Y1-Y2-Y3 ] TAP-1" (Magnitude (dB));"Verification test [FTB-101] (1)" (Magnitude (dB));"X3-X0H0 [short Y1-Y2-Y3 ] TAP-1 (1)" (Magnitude (dB))
112468,000000;-0,066072;-29,674344;-29,619804;-29,482888;-38,436738;-38,151834;-41,733188;-19,864349;-19,194601;-19,455945;-49,674159;-48,688757;-47,733970;-49,630195;-48,284313;-50,000433;-38,431444;-37,964165;-41,962566;-0,057814;-41,918852
113335,000000;-0,065915;-29,498922;-29,448355;-29,383997;-39,336432;-38,781437;-41,718873;-20,200553;-19,542281;-19,915207;-49,935684;-49,072133;-48,287267;-50,253244;-48,740446;-50,063039;-39,368276;-38,605454;-41,896878;-0,057735;-41,847055
114208,000000;-0,066440;-29,326338;-29,278002;-29,288270;-40,684577;-39,922865;-41,753603;-20,324607;-19,647481;-20,088700;-50,415752;-49,630669;-49,084780;-51,154356;-49,534594;-50,196418;-40,737915;-39,770706;-41,863358;-0,057928;-41,819305
115088,000000;-0,066361;-29,174982;-29,119061;-29,197267;-41,881191;-41,115668;-41,633531;-20,263231;-19,530835;-19,892786;-50,766999;-49,979198;-49,694236;-51,843178;-50,240443;-50,196137;-41,928868;-40,994865;-41,687129;-0,058138;-41,654334
115975,000000;-0,066711;-29,100963;-29,009660;-29,114793;-42,472260;-41,834161;-41,332958;-20,215544;-19,396185;-19,547062;-50,841757;-50,001834;-49,876910;-52,103054;-50,556255;-50,007880;-42,501740;-41,741653;-41,355204;-0,058269;-41,328058
116868,000000;-0,066947;-29,207465;-29,033219;-29,045860;-42,485767;-41,967957;-40,937395;-20,315324;-19,414111;-19,366903;-50,819361;-49,891872;-49,719995;-52,133340;-50,593231;-49,699992;-42,502041;-41,893906;-40,946185;-0,058531;-40,919851
117769,000000;-0,067105;-29,567381;-29,288067;-28,994748;-42,172385;-41,723596;-40,518622;-20,532667;-19,576959;-19,425810;-50,919576;-49,902241;-49,383844;-52,204421;-50,638195;-49,336791;-42,183278;-41,659390;-40,522809;-0,058470;-40,494719
118676,000000;-0,067324;-30,026485;-29,723773;-28,956105;-41,728618;-41,310606;-40,108836;-20,798846;-19,811662;-19,634397;-51,097510;-50,097887;-48,975905;-52,327893;-50,812904;-48,953037;-41,738003;-41,251097;-40,111387;-0,058583;-40,080894
119591,000000;-0,067289;-30,299264;-30,072617;-28,910168;-41,255351;-40,848783;-39,711606;-21,071053;-20,065731;-19,903173;-51,113326;-50,249427;-48,564194;-52,302614;-50,933113;-48,577988;-41,264851;-40,792497;-39,713875;-0,058706;-39,681075
120512,000000;-0,067534;-30,323178;-30,174476;-28,839132;-40,795247;-40,393978;-39,320353;-21,330376;-20,312758;-20,180833;-50,898167;-50,157565;-48,188914;-52,068760;-50,822229;-48,231809;-40,803933;-40,339578;-39,322040;-0,058811;-39,287163
121440,000000;-0,067735;-30,205161;-30,094499;-28,743631;-40,357851;-39,960829;-38,930902;-21,569506;-20,541852;-20,444211;-50,559887;-49,872524;-47,854289;-51,726563;-50,530494;-47,914139;-40,365240;-39,908672;-38,931209;-0,059134;-38,894651
122376,000000;-0,068068;-30,036464;-29,936011;-28,634229;-39,940532;-39,548134;-38,542214;-21,786882;-20,749952;-20,683638;-50,197964;-49,510623;-47,546997;-51,369701;-50,170805;-47,614897;-39,946400;-39,498555;-38,540599;-0,059275;-38,502501
123319,000000;-0,068182;-29,857461;-29,755039;-28,518656;-39,541045;-39,155028;-38,159912;-21,982306;-20,935663;-20,894887;-49,843125;-49,137595;-47,256972;-51,023463;-49,804367;-47,327501;-39,545578;-39,107637;-38,156469;-0,059476;-38,117148
124269,000000;-0,068304;-29,678711;-29,573210;-28,401151;-39,160783;-38,790652;-37,806810;-22,150094;-21,093318;-21,069511;-49,487651;-48,775133;-46,978862;-50,670566;-49,447943;-47,057898;-39,166936;-38,742421;-37,804920;-0,059598;-37,763530
125227,000000;-0,068558;-29,503358;-29,396160;-28,283118;-38,802978;-38,471634;-37,530285;-22,276088;-21,209246;-21,192340;-49,150762;-48,446580;-46,713573;-50,315399;-49,115116;-46,826820;-38,817672;-38,414349;-37,537085;-0,059747;-37,491286
126192,000000;-0,068768;-29,333585;-29,225987;-28,163932;-38,460714;-38,194910;-37,376291;-22,342727;-21,268861;-21,248137;-48,858402;-48,172095;-46,462636;-49,966575;-48,811731;-46,658584;-38,490302;-38,118617;-37,398538;-0,060079;-37,345075
127164,000000;-0,069197;-29,169813;-29,062438;-28,042347;-38,105059;-37,908892;-37,331713;-22,351069;-21,275126;-21,245521;-48,602531;-47,931331;-46,216008;-49,613733;-48,510624;-46,547681;-38,147832;-37,810927;-37,368461;-0,060578;-37,304604
128144,000000;-0,069180;-29,011228;-28,903944;-27,915631;-37,705846;-37,548278;-37,327753;-22,335473;-21,261807;-21,222814;-48,345782;-47,677529;-45,957561;-49,239591;-48,169982;-46,461027;-37,753197;-37,439967;-37,370514;-0,060569;-37,296138
129131,000000;-0,069355;-28,857439;-28,750027;-27,785583;-37,274723;-37,103039;-37,317925;-22,329406;-21,259086;-21,209545;-48,075802;-47,393803;-45,687888;-48,853370;-47,783817;-46,377854;-37,316075;-37,000784;-37,356215;-0,060753;-37,272122
130126,000000;-0,069495;-28,707389;-28,599584;-27,656721;-36,876713;-36,626692;-37,299829;-22,336609;-21,268881;-21,204874;-47,820285;-47,109751;-45,435490;-48,507478;-47,388554;-46,301998;-36,905801;-36,541873;-37,324050;-0,060989;-37,231357
131128,000000;-0,069732;-28,559608;-28,451612;-27,543311;-36,651172;-36,230937;-37,288316;-22,347392;-21,280751;-21,196466;-47,649111;-46,898865;-45,273042;-48,313172;-47,066437;-46,251454;-36,665716;-36,167291;-37,292703;-0,060980;-37,192668
132139,000000;-0,070117;-28,410959;-28,304965;-27,475739;-36,807995;-36,097235;-37,295375;-22,352139;-21,285513;-21,175706;-47,681041;-46,878113;-45,317755;-48,452692;-46,956544;-46,252721;-36,809559;-36,050419;-37,280373;-0,060998;-37,174078
133157,000000;-0,069942;-28,254156;-28,154555;-27,484350;-37,446568;-36,427539;-37,318499;-22,345367;-21,278143;-21,138126;-48,008474;-47,133099;-45,634933;-49,038725;-47,218941;-46,314568;-37,442167;-36,390199;-37,291050;-0,061032;-37,178659
134183,000000;-0,070371;-28,085799;-27,993504;-27,536131;-38,215820;-37,155591;-37,333438;-22,323105;-21,256575;-21,080855;-48,497375;-47,535614;-46,034978;-49,802971;-47,801712;-46,379012;-38,219146;-37,121664;-37,302057;-0,061487;-37,179475
135217,000000;-0,070493;-27,908028;-27,820327;-27,543021;-38,573555;-37,753531;-37,302439;-22,282332;-21,218725;-21,002709;-48,807229;-47,775202;-46,198525;-50,232145;-48,279174;-46,354607;-38,593922;-37,722937;-37,269837;-0,061540;-37,133208
136259,000000;-0,070966;-27,725341;-27,639415;-27,477835;-38,439423;-37,854308;-37,206636;-22,223520;-21,164843;-20,903152;-48,797562;-47,731283;-46,075197;-50,188696;-48,355641;-46,226746;-38,474183;-37,829646;-37,172196;-0,062179;-37,021595
137308,000000;-0,071028;-27,537765;-27,453175;-27,365728;-38,047566;-37,584837;-37,047092;-22,146312;-21,094154;-20,782378;-48,570482;-47,498919;-45,800294;-49,872660;-48,131000;-46,032299;-38,090406;-37,565653;-37,010260;-0,062432;-36,846997
138366,000000;-0,071124;-27,347393;-27,263665;-27,231693;-37,577277;-37,166302;-36,833535;-22,051737;-21,007409;-20,640565;-48,247554;-47,186138;-45,476348;-49,465179;-47,782880;-45,803055;-37,624193;-37,150834;-36,794832;-0,062353;-36,620568
139432,000000;-0,071369;-27,161400;-27,076809;-27,086368;-37,101483;-36,713538;-36,578348;-21,939775;-20,904617;-20,478166;-47,896033;-46,850450;-45,142969;-49,048493;-47,407506;-45,553082;-37,150897;-36,699211;-36,537791;-0,062520;-36,354104
140507,000000;-0,071553;-27,001664;-26,909943;-26,932855;-36,640428;-36,264601;-36,292274;-21,810195;-20,785353;-20,294597;-47,551015;-46,521712;-44,810164;-48,654225;-47,043855;-45,287383;-36,691196;-36,250206;-36,251222;-0,062625;-36,058746
141589,000000;-0,071745;-26,917586;-26,805117;-26,772020;-36,196280;-35,829346;-35,986217;-21,663618;-20,650173;-20,089823;-47,245004;-46,225786;-44,476077;-48,301847;-46,714947;-45,007917;-36,248006;-35,813722;-35,944732;-0,062826;-35,744373
142680,000000;-0,072017;-26,971571;-26,825085;-26,606560;-35,766005;-35,407490;-35,665970;-21,499764;-20,498508;-19,863494;-47,007755;-45,991550;-44,137679;-48,011051;-46,442571;-44,716388;-35,818068;-35,389540;-35,624670;-0,062992;-35,416554
143779,000000;-0,072455;-27,131519;-26,969865;-26,444704;-35,339316;-34,992429;-35,332056;-21,318863;-20,331191;-19,615762;-46,825543;-45,814091;-43,800514;-47,771886;-46,223029;-44,420213;-35,391839;-34,971470;-35,291098;-0,063369;-35,075792
144887,000000;-0,072735;-27,222531;-27,087802;-26,307958;-34,897832;-34,567675;-34,981749;-21,120746;-20,147454;-19,345933;-46,623246;-45,629003;-43,481733;-47,528275;-46,004823;-44,138112;-34,950658;-34,543172;-34,941678;-0,063552;-34,718290
146004,000000;-0,072700;-27,149977;-27,049994;-26,241933;-34,428312;-34,118792;-34,614318;-20,905186;-19,947436;-19,054736;-46,367126;-45,389021;-43,216915;-47,250366;-45,745508;-43,906242;-34,481018;-34,089186;-34,575439;-0,063578;-34,343526
147129,000000;-0,073042;-26,961323;-26,881660;-26,292350;-33,925887;-33,639986;-34,231170;-20,672115;-19,730615;-18,741520;-46,078291;-45,106819;-43,043428;-46,950431;-45,452152;-43,761787;-33,978792;-33,604558;-34,193920;-0,063666;-33,952212
148262,000000;-0,073217;-26,717752;-26,646478;-26,401000;-33,391035;-33,131316;-33,836783;-20,421250;-19,496915;-18,405091;-45,770773;-44,802867;-42,916576;-46,634407;-45,137962;-43,666837;-33,443875;-33,089036;-33,801140;-0,063911;-33,548048
149404,000000;-0,073445;-26,451949;-26,383920;-26,421279;-32,830338;-32,598106;-33,442690;-20,151519;-19,245097;-18,043267;-45,440737;-44,487296;-42,721617;-46,297549;-44,808199;-43,519645;-32,884229;-32,548277;-33,408991;-0,064156;-33,140814
150556,000000;-0,073848;-26,188123;-26,118202;-26,313580;-32,275802;-32,064648;-33,080612;-19,863323;-18,974557;-17,658222;-45,086000;-44,173206;-42,451663;-45,946841;-44,471948;-43,314193;-32,333173;-32,007391;-33,048560;-0,064698;-32,758347
151716,000000;-0,074216;-25,957440;-25,876265;-26,129471;-31,817745;-31,598309;-32,809058;-19,556053;-18,683777;-17,253614;-44,693172;-43,882754;-42,213395;-45,606531;-44,153119;-43,136304;-31,883310;-31,535312;-32,777423;-0,064952;-32,450633
152884,000000;-0,074444;-25,810802;-25,703249;-25,910023;-31,670252;-31,365746;-32,704104;-19,227994;-18,370173;-16,830820;-44,230184;-43,633093;-42,165461;-45,332411;-43,900946;-43,059188;-31,753108;-31,302588;-32,667619;-0,065188;-32,277907
154063,000000;-0,074671;-25,790883;-25,645408;-25,669750;-32,191791;-31,675414;-32,795935;-18,871051;-18,026572;-16,382007;-43,709721;-43,393142;-42,538031;-45,229748;-43,803125;-43,101986;-32,302650;-31,624465;-32,742701;-0,065171;-32,251598
155249,000000;-0,074873;-25,866617;-25,687971;-25,413140;-33,675475;-32,849383;-33,006564;-18,469740;-17,644501;-15,892014;-43,303553;-43,111401;-43,519710;-45,388844;-43,943554;-43,212476;-33,821203;-32,828512;-32,915256;-0,065258;-32,283908
156446,000000;-0,075101;-25,996989;-25,766268;-25,142451;-35,980365;-34,826010;-33,176059;-18,019654;-17,222267;-15,353701;-43,156643;-42,861316;-44,838105;-45,690563;-44,237383;-43,261384;-36,164834;-34,862183;-33,028490;-0,065731;-32,233605
157651,000000;-0,075653;-26,307670;-25,944206;-24,861317;-38,344795;-36,926019;-33,202588;-17,541862;-16,771861;-14,776456;-43,281486;-42,756060;-45,680284;-45,920475;-44,448984;-43,155956;-38,590155;-37,075640;-32,998569;-0,066160;-32,029881
158866,000000;-0,075933;-27,007987;-26,445763;-24,574528;-39,436468;-38,117288;-33,110622;-17,053214;-16,302142;-14,173111;-43,734934;-42,899544;-45,512664;-46,113355;-44,541309;-42,916334;-39,792220;-38,440439;-32,857738;-0,066466;-31,704343
160090,000000;-0,076213;-28,077255;-27,397731;-24,295568;-38,922381;-37,979433;-32,967939;-16,551036;-15,812113;-13,552182;-44,490092;-43,370347;-44,650738;-46,408099;-44,668026;-42,605946;-39,394403;-38,446756;-32,668590;-0,066519;-31,316065
161323,000000;-0,076520;-29,127031;-28,548237;-24,054538;-37,917567;-37,193359;-32,815664;-16,017848;-15,288119;-12,930677;-45,250343;-43,998490;-43,678675;-46,735143;-44,874232;-42,283993;-38,473164;-37,741067;-32,464703;-0,066799;-30,917836
162566,000000;-0,076871;-29,754506;-29,417068;-23,917961;-37,014078;-36,368158;-32,662243;-15,439131;-14,714602;-12,328396;-45,676944;-44,411996;-42,885475;-46,872592;-45,007283;-42,025080;-37,633647;-36,976711;-32,254019;-0,067026;-30,577835
163819,000000;-0,076967;-29,920593;-29,784142;-24,003915;-36,252519;-35,639589;-32,514714;-14,816536;-14,089538;-11,787425;-45,721256;-44,466252;-42,309394;-46,766283;-44,972293;-41,961672;-36,923337;-36,317078;-32,047317;-0,067132;-30,415377
165081,000000;-0,077107;-29,834928;-29,794758;-24,461446;-35,582521;-34,987551;-32,405081;-14,168228;-13,423930;-11,376104;-45,567827;-44,298203;-41,962555;-46,545596;-44,856560;-42,295366;-36,283550;-35,744798;-31,885016;-0,067289;-30,616849
166353,000000;-0,077361;-29,681173;-29,667415;-25,360992;-34,977947;-34,393624;-32,387600;-13,517068;-12,748315;-11,175086;-45,375883;-44,070470;-41,866707;-46,328812;-44,766675;-43,199121;-35,670032;-35,218367;-31,837339;-0,067508;-31,371084
167634,000000;-0,077668;-29,499726;-29,488402;-26,608735;-34,452859;-33,874631;-32,490605;-12,907269;-12,098996;-11,243214;-45,151358;-43,829272;-41,990615;-46,100144;-44,678334;-44,593419;-35,070964;-34,702086;-31,977057;-0,067823;-32,744283
168926,000000;-0,077949;-29,265676;-29,249915;-27,976842;-34,063450;-33,488537;-32,672923;-12,383949;-11,530331;-11,578522;-44,876592;-43,583864;-42,251131;-45,783154;-44,482143;-45,998947;-34,498890;-34,184621;-32,360704;-0,068138;-34,620348
170228,000000;-0,078343;-28,992815;-28,968000;-29,116753;-33,914284;-33,343679;-32,912068;-11,997983;-11,112014;-12,119481;-44,694798;-43,455484;-42,575070;-45,393546;-44,165289;-46,793697;-33,980225;-33,691384;-33,069342;-0,068304;-36,736295
171539,000000;-0,078588;-28,715677;-28,678325;-29,730401;-34,160375;-33,598196;-33,369632;-11,771108;-10,898868;-12,749860;-44,808985;-43,627737;-43,006355;-45,010407;-43,820570;-46,887897;-33,563063;-33,285989;-34,216028;-0,068567;-38,771704
172861,000000;-0,078851;-28,453910;-28,402316;-29,825932;-34,917501;-34,370060;-34,291915;-11,644988;-10,862512;-13,287874;-45,306051;-44,191017;-43,632988;-44,726604;-43,567647;-46,650642;-33,341783;-33,083236;-35,772462;-0,068725;-40,406556
174193,000000;-0,079149;-28,212067;-28,146896;-29,607823;-36,070452;-35,548168;-35,729273;-11,509947;-10,888608;-13,548957;-46,005482;-44,973648;-44,342697;-44,637602;-43,523541;-46,358128;-33,456623;-33,239840;-37,491741;-0,069031;-41,443583
175535,000000;-0,079404;-27,989886;-27,915673;-29,262445;-37,205440;-36,722169;-37,420841;-11,372435;-10,936692;-13,526627;-46,509409;-45,570531;-44,826727;-44,787389;-43,739889;-46,102493;-34,002100;-33,849266;-39,040337;-0,069338;-41,897548
176887,000000;-0,079763;-27,791971;-27,716551;-28,894241;-37,865646;-37,433049;-38,889605;-11,379419;-11,111203;-13,450655;-46,549841;-45,693658;-44,915771;-45,034937;-44,066848;-45,854832;-34,834871;-34,746993;-40,092324;-0,069565;-41,858430
178250,000000;-0,080166;-27,617590;-27,549462;-28,553816;-37,907936;-37,524339;-39,639312;-11,636892;-11,502432;-13,551024;-46,184511;-45,385598;-44,719842;-45,093584;-44,201423;-45,574293;-35,532055;-35,498003;-40,390642;-0,070011;-41,358524
179624,000000;-0,080368;-27,453871;-27,393518;-28,261304;-37,529827;-37,184938;-39,528778;-12,116256;-12,088755;-13,870556;-45,645841;-44,877110;-44,451145;-44,857199;-44,025578;-45,292302;-35,751826;-35,765152;-39,971211;-0,070353;-40,507768
181008,000000;-0,080718;-27,304552;-27,242284;-28,020209;-37,042332;-36,717346;-38,943660;-12,709881;-12,780525;-14,329182;-45,205848;-44,429147;-44,264631;-44,517182;-43,717780;-45,071021;-35,570098;-35,617483;-39,234752;-0,070414;-39,560098
182402,000000;-0,081192;-27,202743;-27,123882;-27,815541;-36,751639;-36,409022;-38,423761;-13,288997;-13,476971;-14,823760;-45,168728;-44,320072;-44,248481;-44,424925;-43,593264;-44,947416;-35,376319;-35,407131;-38,623449;-0,070721;-38,754981
183808,000000;-0,081525;-27,174624;-27,068005;-27,615503;-36,895831;-36,493243;-38,274085;-13,741735;-14,088746;-15,254053;-45,768157;-44,792938;-44,449144;-44,967290;-43,994266;-44,926149;-35,628239;-35,542343;-38,334249;-0,070984;-38,178203
185224,000000;-0,081911;-27,171053;-27,042525;-27,404614;-37,439708;-36,984380;-38,423761;-14,057576;-14,567628;-15,554621;-46,792767;-45,723505;-44,811766;-46,260950;-45,053069;-44,978469;-36,583915;-36,288590;-38,252465;-0,071290;-37,773405
186651,000000;-0,082218;-27,108688;-26,974634;-27,191584;-37,992106;-37,552012;-38,541480;-14,357350;-14,950512;-15,753052;-47,624295;-46,531674;-45,142545;-47,876738;-46,412842;-45,028674;-37,992314;-37,481856;-38,137032;-0,071588;-37,432596
188089,000000;-0,082832;-26,985265;-26,852075;-26,986100;-38,205854;-37,839191;-38,448718;-14,761854;-15,320747;-15,935207;-47,930443;-46,849151;-45,308580;-49,136575;-47,460573;-45,027047;-39,211718;-38,552502;-37,906571;-0,072376;-37,111131
189538,000000;-0,083104;-26,835096;-26,703758;-26,791513;-38,071951;-37,793999;-38,216174;-15,342770;-15,718602;-16,131997;-47,819301;-46,759206;-45,334770;-49,651648;-47,867687;-44,994508;-39,783828;-39,061126;-37,626110;-0,072525;-36,823827
190999,000000;-0,083507;-26,681742;-26,551762;-26,607787;-37,743143;-37,544938;-37,943439;-16,202168;-16,163940;-16,328852;-47,504502;-46,465982;-45,282101;-49,546135;-47,756131;-44,953022;-39,746798;-39,026814;-37,353013;-0,072735;-36,577762
192470,000000;-0,083708;-26,535341;-26,406864;-26,432601;-37,343923;-37,208085;-37,663330;-17,484391;-16,709553;-16,521481;-47,124967;-46,105703;-45,170382;-49,140630;-47,392033;-44,888311;-39,377327;-38,688181;-37,093399;-0,073051;-36,354789
193953,000000;-0,084209;-26,397280;-26,272745;-26,265487;-36,956252;-36,857032;-37,366793;-19,248363;-17,462702;-16,748293;-46,763936;-45,762304;-45,006463;-48,679103;-46,975428;-44,776995;-38,905211;-38,244442;-36,830277;-0,073524;-36,129995
195447,000000;-0,084550;-26,261968;-26,143185;-26,105984;-36,658145;-36,554365;-37,033624;-21,363675;-18,559269;-17,099367;-46,500005;-45,516023;-44,821187;-48,324262;-46,642576;-44,621632;-38,468866;-37,815586;-36,548175;-0,073813;-35,892826
196953,000000;-0,084883;-26,125074;-26,011120;-25,952872;-36,524449;-36,369245;-36,639779;-23,463064;-20,121589;-17,709314;-46,408590;-45,449500;-44,657684;-48,176592;-46,489639;-44,441188;-38,131706;-37,463026;-36,241918;-0,074198;-35,643901
198471,000000;-0,085147;-25,986012;-25,875650;-25,805140;-36,543681;-36,335287;-36,165225;-25,160495;-22,123844;-18,748586;-46,440328;-45,522402;-44,510566;-48,145698;-46,459274;-44,239094;-37,845763;-37,160537;-35,916949;-0,074251;-35,383616
200000,000000;-0,085507;-25,846383;-25,738039;-25,662412;-36,618390;-36,406781;-35,649374;-26,277378;-24,398092;-20,327114;-46,429632;-45,549066;-44,334109;-48,007862;-46,345730;-44,013120;-37,519637;-36,837335;-35,601502;-0,074689;-35,129070
201155,000000;-0,086112;-25,741823;-25,634667;-25,559009;-36,659801;-36,457122;-35,299284;-26,786959;-26,141300;-21,854450;-46,350077;-45,481539;-44,174540;-47,799963;-46,164053;-43,849435;-37,244376;-36,575069;-35,396542;-0,075153;-34,976340
202316,000000;-0,086357;-25,638440;-25,531724;-25,458598;-36,652649;-36,426848;-35,034353;-27,120865;-27,823213;-23,583640;-46,217838;-45,349986;-43,998133;-47,541283;-45,936168;-43,715594;-36,959863;-36,308953;-35,232754;-0,075390;-34,889437
203484,000000;-0,086647;-25,537999;-25,432210;-25,359833;-36,580047;-36,274325;-34,878496;-27,363254;-29,420535;-25,376350;-46,051019;-45,178938;-43,813574;-47,264868;-45,695682;-43,626207;-36,677795;-36,048545;-35,110301;-0,075513;-34,882350
204659,000000;-0,086892;-25,444280;-25,341194;-25,259966;-36,446615;-36,015102;-34,819932;-27,559182;-30,963105;-27,062872;-45,867402;-44,991900;-43,627856;-46,991013;-45,463060;-43,573700;-36,402762;-35,797216;-35,020144;-0,075907;-34,932513
205840,000000;-0,087305;-25,364954;-25,268804;-25,156798;-36,268840;-35,702964;-34,816966;-27,717586;-32,481025;-28,475478;-45,682924;-44,809287;-43,439841;-46,733314;-45,248594;-43,528377;-36,135170;-35,552435;-34,951727;-0,076441;-34,989746
207028,000000;-0,087691;-25,312998;-25,230128;-25,049977;-36,058746;-35,388927;-34,819405;-27,837271;-33,940963;-29,502268;-45,513909;-44,649610;-43,244659;-46,504412;-45,061730;-43,459752;-35,873037;-35,310413;-34,893392;-0,076704;-35,008109
208224,000000;-0,087849;-25,304051;-25,238793;-24,941677;-35,823543;-35,099870;-34,797093;-27,922245;-35,252293;-30,127466;-45,379561;-44,529771;-43,041862;-46,319313;-44,912880;-43,358551;-35,614860;-35,069438;-34,831996;-0,076940;-34,973174
209426,000000;-0,088200;-25,336103;-25,282787;-24,835392;-35,566761;-34,837603;-34,744336;-27,983155;-36,317022;-30,419873;-45,283824;-44,442217;-42,836152;-46,176354;-44,793798;-43,232780;-35,358536;-34,828834;-34,758576;-0,077133;-34,894019
210635,000000;-0,088560;-25,374866;-25,319421;-24,734406;-35,293472;-34,592806;-34,669486;-28,030668;-37,081349;-30,479868;-45,195684;-44,349602;-42,636319;-46,042847;-44,669066;-43,098461;-35,103231;-34,588473;-34,672261;-0,077510;-34,788604
211851,000000;-0,088998;-25,381061;-25,315192;-24,644924;-35,009331;-34,356443;-34,584234;-28,072567;-37,558764;-30,397043;-45,076973;-44,220464;-42,454612;-45,880571;-44,511631;-42,974625;-34,847964;-34,348102;-34,579300;-0,077887;-34,673296
213074,000000;-0,089270;-25,345243;-25,268755;-24,575205;-34,718810;-34,121617;-34,499489;-28,113254;-37,810387;-30,235107;-44,919015;-44,054539;-42,307513;-45,678798;-44,318087;-42,883671;-34,591315;-34,106708;-34,487923;-0,078141;-34,560799
214304,000000;-0,089569;-25,277937;-25,193804;-24,530649;-34,425110;-33,885193;-34,424379;-28,154843;-37,908961;-30,034313;-44,733013;-43,865970;-42,212151;-45,447044;-44,101042;-42,847284;-34,332483;-33,863482;-34,405749;-0,078588;-34,459282
215541,000000;-0,089893;-25,192873;-25,104255;-24,502204;-34,132175;-33,647549;-34,364701;-28,197949;-37,917157;-29,817240;-44,534645;-43,669195;-42,167110;-45,200741;-43,873266;-42,868999;-34,074113;-33,618879;-34,338772;-0,078895;-34,373969
216785,000000;-0,090385;-25,100504;-25,009061;-24,465003;-33,850422;-33,413629;-34,323215;-28,240441;-37,877134;-29,596095;-44,338430;-43,476871;-42,141954;-44,956772;-43,646379;-42,918971;-33,825042;-33,378502;-34,288674;-0,079000;-34,306288
218037,000000;-0,090604;-25,007129;-24,914012;-24,401161;-33,606513;-33,199450;-34,298625;-28,278769;-37,815451;-29,378779;-44,162497;-43,304836;-42,109148;-44,742574;-43,438279;-42,959518;-33,611757;-33,159170;-34,254583;-0,079439;-34,255076
219296,000000;-0,090903;-24,915572;-24,821566;-24,312462;-33,460264;-33,044152;-34,284444;-28,305689;-37,748972;-29,171661;-44,038982;-43,182328;-42,080914;-44,609884;-43,283184;-42,976154;-33,493587;-33,002061;-34,231214;-0,079684;-34,215894
220562,000000;-0,091578;-24,826424;-24,732189;-24,211404;-33,515462;-33,024793;-34,271410;-28,310797;-37,686592;-28,983843;-44,023107;-43,161504;-42,111375;-44,646866;-43,245820;-42,976228;-33,572630;-32,987559;-34,211833;-0,080210;-34,185466
221835,000000;-0,091938;-24,737507;-24,643619;-24,109793;-33,872229;-33,244347;-34,246070;-28,287966;-37,626638;-28,822806;-44,171591;-43,295653;-42,256986;-44,933825;-43,408329;-42,972436;-33,939105;-33,219880;-34,187557;-0,080490;-34,158913
223116,000000;-0,091736;-24,646792;-24,552143;-24,020141;-34,466169;-33,723204;-34,192184;-28,252000;-37,549064;-28,684791;-44,454466;-43,556690;-42,496216;-45,409642;-43,773944;-42,964844;-34,515365;-33,713553;-34,144515;-0,080236;-34,122147
224404,000000;-0,092123;-24,559363;-24,459805;-23,958831;-35,014467;-34,268401;-34,102038;-28,226522;-37,448899;-28,551212;-44,718720;-43,799330;-42,706872;-45,837975;-44,174203;-42,936845;-35,024013;-34,263823;-34,069943;-0,080674;-34,056218
225699,000000;-0,092878;-24,480281;-24,371054;-23,939506;-35,291300;-34,618011;-33,984570;-28,215936;-37,344755;-28,404191;-44,835892;-43,901925;-42,796523;-46,042046;-44,408720;-42,882702;-35,264722;-34,608247;-33,964040;-0,081455;-33,956803
227002,000000;-0,093203;-24,409960;-24,289488;-23,960421;-35,306972;-34,703408;-33,854145;-28,211733;-37,246906;-28,240306;-44,807021;-43,867475;-42,778612;-46,034352;-44,441797;-42,813523;-35,259537;-34,687561;-33,840286;-0,081902;-33,836569
228313,000000;-0,093642;-24,346334;-24,216836;-23,995931;-35,171610;-34,611236;-33,720042;-28,207888;-37,151773;-28,065134;-44,690817;-43,752323;-42,699200;-45,903216;-44,345346;-42,735780;-35,115695;-34,592293;-33,708921;-0,082130;-33,706985
229631,000000;-0,094055;-24,282958;-24,152740;-24,012197;-34,971129;-34,434899;-33,582831;-28,199825;-37,052905;-27,881042;-44,529098;-43,599612;-42,584796;-45,714612;-44,186712;-42,644972;-34,913438;-34,415105;-33,572340;-0,082410;-33,571387
