"Frequency";"Verification test [FTB-101]" (Magnitude (dB));"H1-X1 [open ] TAP-1" (Magnitude (dB));"H2-X2 [open ] TAP-1" (Magnitude (dB));"H3-X3 [open ] TAP-1" (Magnitude (dB));" X1-H0X0 [open] TAP-1" (Magnitude (dB));"X2-H0X0  [open] TAP-1" (Magnitude (dB));"X3-X0H0 [open] TAP-1" (Magnitude (dB));"Y1-Y3  [ open] TAP-1" (Magnitude (dB));"Y2-Y1 [open] TAP-1" (Magnitude (dB));"Y3-Y2 [ open ] TAP-1" (Magnitude (dB));"H1-X0H0 [short X1-X2-X3] TAP-1" (Magnitude (dB));"H2-X0H0 [short X1-X2-X3 ] TAP-1" (Magnitude (dB));"H3-H0X0 [short X1-X2-X3 ] TAP-1" (Magnitude (dB));"H1-H0X0 [short Y1-Y2-Y3 ] TAP-1" (Magnitude (dB));"H2-H0X0 [short Y1-Y2-Y3 ] TAP-1" (Magnitude (dB));"H3-H0X0 [short Y1-Y2-Y3 ] TAP-1" (Magnitude (dB));"X1-H0X0 [short Y1-Y2-Y3] TAP-1" (Magnitude (dB));"X2-H0X0 [short Y1-Y2-Y3, ] TAP-1" (Magnitude (dB));"X3-X0H0 [short Y1-Y2-Y3 ] TAP-1" (Magnitude (dB));"Verification test [FTB-101] (1)" (Magnitude (dB));"X3-X0H0 [short Y1-Y2-Y3 ] TAP-1 (1)" (Magnitude (dB))
4688,459961;-0,084261;-43,374779;-43,674895;-43,518226;-38,825256;-38,966687;-38,918545;-5,372690;-6,048317;-5,309059;-42,222073;-41,445286;-41,945195;-49,515064;-48,544403;-49,532277;-42,548146;-40,839412;-39,473994;-0,083656;-41,999740
4742,740234;-0,084375;-43,740690;-44,042605;-43,883692;-39,712698;-39,746123;-39,779000;-5,626330;-6,296347;-5,558845;-42,055763;-41,188734;-41,741250;-49,784356;-48,851612;-49,798783;-43,309462;-41,536197;-40,335541;-0,083963;-42,733186
4797,660156;-0,084603;-44,122252;-44,434703;-44,262048;-40,603307;-40,559611;-40,653572;-5,882059;-6,544064;-5,810208;-41,862185;-40,900444;-41,511478;-50,001010;-49,130808;-50,056208;-44,113377;-42,259712;-41,146845;-0,084244;-43,486026
4853,209961;-0,084743;-44,518512;-44,846645;-44,664948;-41,504927;-41,376794;-41,471042;-6,138905;-6,790811;-6,063248;-41,644440;-40,577991;-41,247998;-50,243521;-49,394366;-50,303131;-44,900320;-42,994907;-42,024005;-0,084358;-44,246441
4909,419922;-0,085112;-44,953360;-45,258024;-45,088996;-42,323547;-42,147892;-42,350317;-6,396754;-7,036861;-6,317534;-41,402460;-40,212793;-40,956768;-50,458849;-49,657455;-50,542356;-45,672670;-43,743043;-42,892937;-0,084743;-45,007160
4966,250000;-0,085489;-45,380481;-45,727199;-45,525634;-43,169169;-42,976387;-43,193185;-6,654136;-7,280921;-6,571489;-41,124720;-39,810132;-40,625999;-50,687258;-49,906587;-50,764778;-46,379139;-44,491913;-43,718753;-0,085041;-45,733365
5023,759766;-0,085515;-45,860646;-46,184511;-45,992901;-43,912099;-43,771409;-43,958681;-6,911059;-7,522945;-6,825200;-40,814735;-39,367307;-40,258729;-50,888304;-50,145490;-50,990922;-46,964577;-45,216183;-44,457846;-0,085147;-46,390643
5081,950195;-0,085735;-46,343187;-46,694273;-46,485276;-44,494608;-44,480004;-44,584167;-7,167048;-7,763049;-7,077692;-40,468022;-38,893351;-39,849568;-51,097198;-50,379752;-51,194510;-47,353709;-45,881239;-45,041778;-0,085252;-46,914159
5140,779785;-0,085665;-46,862940;-47,216668;-46,997523;-44,835574;-45,053815;-44,992856;-7,422703;-8,000680;-7,329641;-40,082472;-38,413987;-39,403399;-51,287349;-50,596349;-51,400854;-47,473973;-46,431836;-45,398121;-0,085489;-47,235928
5200,319824;-0,086033;-47,407854;-47,763113;-47,535738;-44,881909;-45,405303;-45,121202;-7,676941;-8,236292;-7,580091;-39,654741;-37,974065;-38,926678;-51,475502;-50,814563;-51,598144;-47,290707;-46,794286;-45,467134;-0,085708;-47,285782
5260,529785;-0,086322;-47,976145;-48,329405;-48,096582;-44,625167;-45,476675;-44,943748;-7,929664;-8,469027;-7,829137;-39,196580;-37,646091;-38,438770;-51,660536;-51,029429;-51,790732;-46,814249;-46,893888;-45,234221;-0,086121;-47,033678
5321,439941;-0,086252;-48,547795;-48,914676;-48,678277;-44,114185;-45,248546;-44,489859;-8,180557;-8,699180;-8,077277;-38,721030;-37,548736;-37,980052;-51,835404;-51,237131;-51,978644;-46,102212;-46,698798;-44,732534;-0,086208;-46,502649
5383,069824;-0,086445;-49,122164;-49,510364;-49,259948;-43,414671;-44,755975;-43,827342;-8,429370;-8,926247;-8,324240;-38,259500;-37,799390;-37,622938;-51,999227;-51,441875;-52,154821;-45,236776;-46,215261;-44,031849;-0,086305;-45,757837
5445,399902;-0,086541;-49,702539;-50,048554;-49,812159;-42,589792;-44,050245;-43,033249;-8,673938;-9,150762;-8,569503;-37,871898;-38,467483;-37,467243;-52,170324;-51,630991;-52,329401;-44,287767;-45,493809;-43,199497;-0,086296;-44,871356
5508,450195;-0,086699;-50,204148;-50,495993;-50,304127;-41,715570;-43,225826;-42,153688;-8,913343;-9,372874;-8,811732;-37,645958;-39,522446;-37,634639;-52,335366;-51,828519;-52,510459;-43,289892;-44,620967;-42,309723;-0,086515;-43,902742
5572,240234;-0,086717;-50,583913;-50,790162;-50,647128;-40,811768;-42,324433;-41,248038;-9,147026;-9,592897;-9,050881;-37,702378;-40,861425;-38,198509;-52,493277;-52,027453;-52,675577;-42,288128;-43,652885;-41,385267;-0,086629;-42,898271
5636,759766;-0,087243;-50,783757;-50,838278;-50,789019;-39,910649;-41,393359;-40,334937;-9,376530;-9,810895;-9,286297;-38,140046;-42,364879;-39,148884;-52,647477;-52,206545;-52,842827;-41,288465;-42,642593;-40,458494;-0,086778;-41,883975
5702,049805;-0,087156;-50,709464;-50,608773;-50,656661;-39,014321;-40,457798;-39,427517;-9,601971;-10,027257;-9,518078;-38,980424;-43,944334;-40,393050;-52,795935;-52,394363;-53,003574;-40,302849;-41,617057;-39,537998;-0,087103;-40,873750
5768,049805;-0,087270;-50,295796;-50,026209;-50,187657;-38,132687;-39,526146;-38,531719;-9,824047;-10,241826;-9,745992;-40,154056;-45,543111;-41,813480;-52,949944;-52,579086;-53,162213;-39,333295;-40,592663;-38,630049;-0,087279;-39,877014
5834,850098;-0,087630;-49,596358;-49,185479;-49,430871;-37,262736;-38,605898;-37,648808;-10,044743;-10,454449;-9,971310;-41,547754;-47,142463;-43,319130;-53,095977;-52,762233;-53,318005;-38,377737;-39,581179;-37,734841;-0,087498;-38,893657
5902,419922;-0,087524;-48,654837;-48,132616;-48,436342;-36,404829;-37,700512;-36,777074;-10,263120;-10,665020;-10,194059;-43,057768;-48,732657;-44,851426;-53,240238;-52,941346;-53,475004;-37,433889;-38,581224;-36,851167;-0,087279;-37,921600
5970,759766;-0,087753;-47,546438;-46,948517;-47,283451;-35,553059;-36,806672;-35,914724;-10,479811;-10,873864;-10,414628;-44,622504;-50,318219;-46,380552;-53,377651;-53,115220;-53,629342;-36,500323;-37,595565;-35,975773;-0,087647;-36,958577
6039,910156;-0,087735;-46,316653;-45,677462;-46,032299;-34,702463;-35,915049;-35,058366;-10,695289;-11,081194;-10,632817;-46,184334;-51,888326;-47,897715;-53,522547;-53,287473;-53,784052;-35,568013;-36,615213;-35,103428;-0,087788;-36,005116
6109,850098;-0,087814;-45,050024;-44,378154;-44,725766;-33,853974;-35,032981;-34,192852;-10,908834;-11,286106;-10,848811;-47,752123;-53,468818;-49,402901;-53,648426;-53,460345;-53,934394;-34,632747;-35,643428;-34,231438;-0,087805;-35,046524
6180,580078;-0,087832;-43,726459;-43,042725;-43,396442;-32,995389;-34,142567;-33,326783;-11,120698;-11,490359;-11,063822;-49,304734;-55,060186;-50,891956;-53,792295;-53,634058;-54,079383;-33,693023;-34,670850;-33,351716;-0,087928;-34,086591
6252,149902;-0,088147;-42,406742;-41,697715;-42,045062;-32,126461;-33,250495;-32,449577;-11,331548;-11,692953;-11,276938;-50,849720;-56,680462;-52,371994;-53,926621;-53,799991;-54,233898;-32,740818;-33,691047;-32,461712;-0,088244;-33,115575
6324,560059;-0,088130;-41,071023;-40,346797;-40,685583;-31,238841;-32,341370;-31,554541;-11,540623;-11,893688;-11,488793;-52,389770;-58,321066;-53,854959;-54,052670;-53,969765;-54,375695;-31,771681;-32,700655;-31,554804;-0,088103;-32,129127
6397,790039;-0,087832;-39,725059;-38,985987;-39,318265;-30,327541;-31,416813;-30,637604;-11,747900;-12,093472;-11,698228;-53,937073;-60,003128;-55,344244;-54,181731;-54,141240;-54,516889;-30,779068;-31,694054;-30,625966;-0,087937;-31,122667
6471,879883;-0,087858;-38,374639;-37,624656;-37,951463;-29,388604;-30,468468;-29,693652;-11,954187;-12,292129;-11,906917;-55,495055;-61,721404;-56,850502;-54,303718;-54,308137;-54,660463;-29,758138;-30,665079;-29,669821;-0,087867;-30,089225
6546,830078;-0,087928;-37,029675;-36,278341;-36,595998;-28,468129;-29,491381;-28,771555;-12,159223;-12,490166;-12,114119;-57,074400;-63,444152;-58,387831;-54,439249;-54,479684;-54,799049;-28,757475;-29,608270;-28,735102;-0,088182;-29,030221
6622,609863;-0,088095;-35,712873;-34,974196;-35,284281;-27,456658;-28,533445;-27,759568;-12,363228;-12,686984;-12,320247;-58,676389;-65,113561;-59,933289;-54,558803;-54,648916;-54,941727;-27,663771;-28,572183;-27,710092;-0,088235;-27,978257
6699,310059;-0,088349;-34,449054;-33,759332;-34,067880;-26,409898;-27,487558;-26,715756;-12,565975;-12,882927;-12,525691;-60,299306;-66,608624;-61,496925;-54,680449;-54,817396;-55,079931;-26,534180;-27,445004;-26,651688;-0,088603;-26,843534
6776,890137;-0,088060;-33,306905;-32,726407;-33,026311;-25,337099;-26,412442;-25,649286;-12,768276;-13,078224;-12,729678;-61,920022;-67,711717;-63,063711;-54,794898;-54,975171;-55,208906;-25,374044;-26,286777;-25,568766;-0,088393;-25,683659
6855,350098;-0,088358;-32,380769;-31,973540;-32,261999;-24,262275;-25,324471;-24,586258;-12,969407;-13,273768;-12,933757;-63,498414;-68,357300;-64,588791;-54,916969;-55,154539;-55,352989;-24,207441;-25,109666;-24,483656;-0,088577;-24,520909
6934,740234;-0,088016;-31,765418;-31,587124;-31,859052;-23,234443;-24,258445;-23,576308;-13,169885;-13,468490;-13,136753;-64,911612;-68,470685;-66,041262;-55,032834;-55,317199;-55,482654;-23,077267;-23,943500;-23,443597;-0,088402;-23,401001
7015,049805;-0,088253;-31,523520;-31,582113;-31,835811;-22,338997;-23,280560;-22,705377;-13,370199;-13,663909;-13,340088;-66,071178;-68,165378;-67,398972;-55,149867;-55,479402;-55,612030;-22,066093;-22,848827;-22,530066;-0,088463;-22,405115
7096,259766;-0,088042;-31,642300;-31,896933;-32,130778;-21,695698;-22,494005;-22,090510;-13,570392;-13,858127;-13,542595;-66,850832;-67,665807;-68,519652;-55,263715;-55,642113;-55,739266;-21,292032;-21,922503;-21,858063;-0,088174;-21,648021
7178,450195;-0,088244;-32,038803;-32,424704;-32,643753;-21,425540;-22,023040;-21,842876;-13,770517;-14,053633;-13,745835;-67,170478;-67,098337;-69,268755;-55,365869;-55,806912;-55,872929;-20,881408;-21,291004;-21,544049;-0,088481;-21,249462
7261,569824;-0,088191;-32,607520;-33,067504;-33,275490;-21,578429;-21,957298;-22,006293;-13,970241;-14,248936;-13,948706;-67,062891;-66,502851;-69,528113;-55,466817;-55,965341;-55,993115;-20,897708;-21,059466;-21,642751;-0,088498;-21,266921
7345,640137;-0,088007;-33,266723;-33,759077;-33,955330;-22,099841;-22,293409;-22,525313;-14,171024;-14,445662;-14,151999;-66,672861;-65,990183;-69,369374;-55,575890;-56,135949;-56,111489;-21,296457;-21,244098;-22,109736;-0,088279;-21,654964
7430,700195;-0,088139;-33,954637;-34,453914;-34,641648;-22,868407;-22,937832;-23,282639;-14,372241;-14,643054;-14,356806;-66,163877;-65,467542;-68,936861;-55,677421;-56,287967;-56,240566;-21,959322;-21,762089;-22,829617;-0,088130;-22,300436
7516,750000;-0,088270;-34,639680;-35,132045;-35,310363;-23,764439;-23,765350;-24,163157;-14,573951;-14,842063;-14,562100;-65,619643;-65,022957;-68,352823;-55,777055;-56,454351;-56,356674;-22,761120;-22,485617;-23,684276;-0,088489;-23,082196
7603,779785;-0,088402;-35,302723;-35,779085;-35,952632;-24,701570;-24,673840;-25,086031;-14,777265;-15,042203;-14,768843;-65,054235;-64,631590;-67,742480;-55,873253;-56,616096;-56,470072;-23,609371;-23,303235;-24,587142;-0,088393;-23,912222
7691,839844;-0,087884;-35,937492;-36,395589;-36,564301;-25,632142;-25,598584;-26,003488;-14,981407;-15,243648;-14,977022;-64,533356;-64,282631;-67,166553;-55,954648;-56,776295;-56,580633;-24,451957;-24,142183;-25,487827;-0,087963;-24,738436
7780,899902;-0,087796;-36,538257;-36,981434;-37,146268;-26,532798;-26,505165;-26,892582;-15,187268;-15,447407;-15,186719;-64,062465;-63,958557;-66,642801;-56,051411;-56,928947;-56,693510;-25,262354;-24,963568;-26,360892;-0,087788;-25,535189
7871,000000;-0,087761;-37,109823;-37,539833;-37,698779;-27,392459;-27,377337;-27,744365;-15,395876;-15,654376;-15,399763;-63,625719;-63,697907;-66,151152;-56,126602;-57,089297;-56,787029;-26,030472;-25,748302;-27,195978;-0,088147;-26,292117
7962,160156;-0,087682;-37,656364;-38,069934;-38,223321;-28,210838;-28,210324;-28,555606;-15,606005;-15,863752;-15,614441;-63,246350;-63,453248;-65,717397;-56,208341;-57,252791;-56,893887;-26,752513;-26,490373;-27,989407;-0,087612;-27,004466
8054,330078;-0,087647;-38,175809;-38,577758;-38,727029;-28,988658;-29,003609;-29,328702;-15,819303;-16,076532;-15,833108;-62,894645;-63,244079;-65,328560;-56,279530;-57,404592;-56,986283;-27,430218;-27,187211;-28,742918;-0,087998;-27,674334
8147,609863;-0,087454;-38,672960;-39,064558;-39,209576;-29,731120;-29,761237;-30,065973;-16,035823;-16,292443;-16,054830;-62,557247;-63,065417;-64,989292;-56,342068;-57,554240;-57,074400;-28,066695;-27,842646;-29,460040;-0,087893;-28,304672
8241,950195;-0,087445;-39,151404;-39,533304;-39,670867;-30,440654;-30,485705;-30,772941;-16,255792;-16,513337;-16,280379;-62,268877;-62,904481;-64,669483;-56,403738;-57,699912;-57,158909;-28,666208;-28,459935;-30,144178;-0,087867;-28,898885
8337,389648;-0,087077;-39,609367;-39,979786;-40,116341;-31,121948;-31,182888;-31,452096;-16,479855;-16,738861;-16,510430;-62,005899;-62,740911;-64,402763;-56,458856;-57,843188;-57,236283;-29,231869;-29,042463;-30,799854;-0,087586;-29,460376
8433,919922;-0,087094;-40,055856;-40,419063;-40,550482;-31,780779;-31,855820;-32,109601;-16,709433;-16,970458;-16,746741;-61,757930;-62,625548;-64,139175;-56,514558;-57,992865;-57,294484;-29,768695;-29,594470;-31,430760;-0,087823;-29,993184
8531,589844;-0,086849;-40,484877;-40,846638;-40,972298;-32,418315;-32,508956;-32,747298;-16,944391;-17,207518;-16,988493;-61,523094;-62,499597;-63,913340;-56,547533;-58,117988;-57,362240;-30,278506;-30,118523;-32,040540;-0,087542;-30,500299
8630,379883;-0,086673;-40,907751;-41,263243;-41,381040;-33,041385;-33,147678;-33,370280;-17,185315;-17,452267;-17,237105;-61,317054;-62,383602;-63,697135;-56,578466;-58,264335;-57,408973;-30,765468;-30,618678;-32,633555;-0,087243;-30,985382
8730,309570;-0,086682;-41,317841;-41,674006;-41,783522;-33,651187;-33,774292;-33,981572;-17,433696;-17,699845;-17,493758;-61,113071;-62,273988;-63,500779;-56,595763;-58,382854;-57,445597;-31,231527;-31,097541;-33,212402;-0,087086;-31,449564
8831,410156;-0,086682;-41,720948;-42,078276;-42,180073;-34,252386;-34,393624;-34,584933;-17,690785;-17,961692;-17,754135;-60,912216;-62,171079;-63,303107;-56,608686;-58,505938;-57,474124;-31,679579;-31,558089;-33,780486;-0,087042;-31,896899
8933,669922;-0,086156;-42,125187;-42,475285;-42,573458;-34,849068;-35,008109;-35,183177;-17,950914;-18,233592;-18,029271;-60,720232;-62,072530;-63,136167;-56,610802;-58,619669;-57,482635;-32,111562;-32,001890;-34,341172;-0,086655;-32,328217
9037,110352;-0,086199;-42,515537;-42,865422;-42,961020;-35,443808;-35,623988;-35,781223;-18,226861;-18,517720;-18,316771;-60,528383;-61,974496;-62,950595;-56,593710;-58,720730;-57,487772;-32,530615;-32,432115;-34,897687;-0,086664;-32,746242
9141,769531;-0,086226;-42,909859;-43,261851;-43,345007;-36,039677;-36,244567;-36,381949;-18,515597;-18,816156;-18,616928;-60,335054;-61,875843;-62,776842;-56,560384;-58,830113;-57,469904;-32,936645;-32,850108;-35,453426;-0,086401;-33,152652
9247,610352;-0,086147;-43,296339;-43,651655;-43,729715;-36,643732;-36,871561;-36,988309;-18,818127;-19,130318;-18,932822;-60,143735;-61,752434;-62,596184;-56,513220;-58,914558;-57,437833;-33,332465;-33,258246;-36,011808;-0,086322;-33,549784
9354,690430;-0,085954;-43,686400;-44,043435;-44,112958;-37,255830;-37,512981;-37,605119;-19,136843;-19,462637;-19,266384;-59,940704;-61,646992;-62,420539;-56,447943;-58,984674;-57,378347;-33,719494;-33,657252;-36,574483;-0,086094;-33,936986
9463,030273;-0,085735;-44,078468;-44,436555;-44,497451;-37,879448;-38,172993;-38,235222;-19,474811;-19,816678;-19,620334;-59,728848;-61,516338;-62,212789;-56,369988;-59,041192;-57,301548;-34,099219;-34,048991;-37,146518;-0,085849;-34,317840
9572,599609;-0,085708;-44,463377;-44,842018;-44,882381;-38,524094;-38,853754;-38,885402;-19,835494;-20,195630;-19,998350;-59,511929;-61,375685;-62,026637;-56,253930;-59,086735;-57,196252;-34,472142;-34,435586;-37,732030;-0,085822;-34,693547
9683,450195;-0,085533;-44,866821;-45,242572;-45,272022;-39,189773;-39,562988;-39,557786;-20,221868;-20,603373;-20,403317;-59,288764;-61,214808;-61,800550;-56,125546;-59,098393;-57,071113;-34,841200;-34,818161;-38,334392;-0,085840;-35,064072
9795,580078;-0,085059;-45,264264;-45,650501;-45,665997;-39,883010;-40,304127;-40,256519;-20,638311;-21,044505;-20,839795;-59,037848;-61,032250;-61,563493;-55,969927;-59,114145;-56,907930;-35,205354;-35,198155;-38,956437;-0,085384;-35,431171
9908,990234;-0,085085;-45,668415;-46,070024;-46,067421;-40,608588;-41,081121;-40,990794;-21,091288;-21,525734;-21,313587;-58,772233;-60,847145;-61,310364;-55,788654;-59,083374;-56,707887;-35,568325;-35,577508;-39,603639;-0,085410;-35,797109
10023,799805;-0,084743;-46,083032;-46,494848;-46,477143;-41,366673;-41,829849;-41,694136;-21,588727;-22,052991;-21,829303;-58,485047;-60,611533;-61,029442;-55,573855;-59,025727;-56,472849;-35,930259;-35,956720;-40,275533;-0,084919;-36,162209
10139,799805;-0,084550;-46,508416;-46,932720;-46,892102;-42,097905;-42,669433;-42,498439;-22,139642;-22,633919;-22,393288;-58,171304;-60,351346;-60,720553;-55,321912;-58,944506;-56,194823;-36,292104;-36,338021;-40,908850;-0,084708;-36,527651
10257,200195;-0,084366;-46,943899;-47,392907;-47,326289;-42,920770;-43,502898;-43,327331;-22,756848;-23,275518;-23,009966;-57,832083;-60,056459;-60,369771;-55,017110;-58,825028;-55,871579;-36,654480;-36,723300;-41,626196;-0,084393;-36,894251
10376,000000;-0,084235;-47,393517;-47,855426;-47,765852;-43,741906;-44,272497;-44,154730;-23,453157;-23,980850;-23,679883;-57,457061;-59,719592;-59,990278;-54,682521;-58,666848;-55,486683;-37,021472;-37,114495;-42,335780;-0,084305;-37,265906
10496,099609;-0,084138;-47,861179;-48,340380;-48,223276;-44,505414;-44,848026;-44,917714;-24,230099;-24,737942;-24,387894;-57,040788;-59,338927;-59,558282;-54,293626;-58,458967;-55,053106;-37,391330;-37,514024;-42,982948;-0,084358;-37,641654
10617,700195;-0,083700;-48,345032;-48,849735;-48,696224;-45,098551;-45,057235;-45,498780;-25,041856;-25,487173;-25,074915;-56,583446;-58,899854;-59,078686;-53,852604;-58,195968;-54,548317;-37,768634;-37,923379;-43,461434;-0,084094;-38,024150
10740,599609;-0,083401;-48,854357;-49,377808;-49,179929;-45,332363;-44,738646;-45,727283;-25,744734;-26,058152;-25,582680;-56,071778;-58,403284;-58,546475;-53,345214;-57,873529;-53,967378;-38,153519;-38,346446;-43,598915;-0,083647;-38,415724
10865,000000;-0,083296;-49,386070;-49,945860;-49,699408;-45,021672;-43,852141;-45,429191;-26,092889;-26,152951;-25,655247;-55,510116;-57,832286;-57,949474;-52,771601;-57,481466;-53,307387;-38,548459;-38,786118;-43,211055;-0,083621;-38,818203
10990,799805;-0,083112;-49,945778;-50,543321;-50,236434;-44,104065;-42,490336;-44,554799;-25,841395;-25,524485;-25,088683;-54,882543;-57,197384;-57,282406;-52,115556;-57,014078;-52,556163;-38,956668;-39,245894;-42,219067;-0,083340;-39,233718
11118,099609;-0,082796;-50,532801;-51,182857;-50,801811;-42,702911;-40,819315;-43,203127;-24,903618;-24,209683;-23,904784;-54,187067;-56,474991;-56,533593;-51,371502;-56,462496;-51,705779;-39,381047;-39,730953;-40,741065;-0,083051;-39,666853
11246,799805;-0,082516;-51,180559;-51,867562;-51,406601;-41,005537;-38,991167;-41,548335;-23,405192;-22,452273;-22,291938;-53,412978;-55,659064;-55,707997;-50,536627;-55,807716;-50,748926;-39,824932;-40,245549;-39,031086;-0,082814;-40,120066
11377,099609;-0,082402;-51,844842;-52,603035;-52,050586;-39,177755;-37,127153;-39,744436;-21,571098;-20,487707;-20,454484;-52,551850;-54,750599;-54,782123;-49,587893;-55,038523;-49,684695;-40,292154;-40,791593;-37,396413;-0,082603;-40,598616
11508,799805;-0,082121;-52,574394;-53,397531;-52,736300;-37,337145;-35,332766;-37,897771;-19,590786;-18,463988;-18,535314;-51,593490;-53,726198;-53,752221;-48,532889;-54,128993;-48,519467;-40,788815;-41,302369;-36,167180;-0,082489;-41,040372
11642,099609;-0,081850;-53,344688;-54,247100;-53,471644;-35,593601;-33,745877;-36,105330;-17,580037;-16,462439;-16,620274;-50,530202;-52,581896;-52,611341;-47,375124;-53,035305;-47,309769;-41,249301;-41,888356;-35,607734;-0,081911;-41,578981
11776,900391;-0,081218;-54,169515;-55,119854;-54,256735;-34,097458;-32,562026;-34,495616;-15,615961;-14,553930;-14,781360;-49,355847;-51,313861;-51,352930;-46,166279;-51,695958;-46,177132;-41,804784;-42,423649;-35,750920;-0,081507;-42,144689
11913,200195;-0,081201;-54,992332;-55,936350;-55,065992;-33,050394;-31,972403;-33,264163;-13,778534;-12,914066;-13,143141;-48,070719;-49,926120;-49,983035;-45,041220;-50,056955;-45,366178;-42,368655;-42,771235;-36,365871;-0,081560;-42,715238
12051,200195;-0,081096;-55,803750;-56,635473;-55,867799;-32,620658;-32,022770;-32,623333;-12,157638;-11,379837;-11,664827;-46,707480;-48,440289;-48,519004;-44,223260;-48,187487;-45,147806;-42,874258;-42,708877;-37,110633;-0,081192;-43,221067
12190,700195;-0,081052;-56,434854;-56,916574;-56,574308;-32,807464;-32,566122;-32,650161;-10,897740;-10,365359;-10,610393;-45,331224;-46,927801;-47,035670;-43,876129;-46,367199;-45,498126;-43,152621;-42,116770;-37,639073;-0,081244;-43,493230
12331,900391;-0,080508;-56,652826;-56,562430;-57,026528;-33,437058;-33,391075;-33,209381;-10,104167;-9,842451;-10,002823;-44,096726;-45,538969;-45,679365;-43,765364;-44,881223;-45,918037;-42,986071;-41,243606;-37,741602;-0,080569;-43,303921
12474,700195;-0,080377;-56,245356;-55,504937;-56,989415;-34,309987;-34,337505;-34,077845;-9,795268;-9,764979;-9,822836;-43,239146;-44,504859;-44,685929;-43,582971;-43,882374;-45,934017;-42,434115;-40,577035;-37,607757;-0,080613;-42,686742
12619,099609;-0,080341;-55,151408;-53,921485;-56,270423;-35,283020;-35,318668;-35,081115;-9,876667;-10,002713;-9,967588;-42,964489;-44,041250;-44,271332;-43,457023;-43,489751;-45,695013;-41,938330;-40,385192;-37,666119;-0,080420;-42,098071
12765,299805;-0,080114;-53,565961;-52,087532;-54,953184;-36,282757;-36,294371;-36,121710;-10,206061;-10,417509;-10,311184;-43,260031;-44,158823;-44,442985;-43,652726;-43,691195;-45,632707;-41,820205;-40,609362;-38,085457;-0,079903;-41,913849
12913,099609;-0,079771;-51,775959;-50,280237;-53,296862;-37,280628;-37,254817;-37,159285;-10,661373;-10,910054;-10,753957;-43,914240;-44,653053;-44,997210;-44,167113;-44,274713;-45,883170;-42,073047;-41,083374;-38,768086;-0,079798;-42,139420
13062,599609;-0,079333;-50,151358;-48,807469;-51,645851;-38,269743;-38,202251;-38,183768;-11,162203;-11,420758;-11,231559;-44,693038;-45,286760;-45,697038;-44,835892;-44,993505;-46,328074;-42,560524;-41,687867;-39,584573;-0,079570;-42,623480
13213,900391;-0,078825;-49,032163;-47,989102;-50,401472;-39,250594;-39,142428;-39,195234;-11,664528;-11,917803;-11,708020;-45,448199;-45,906577;-46,390788;-45,514302;-45,689376;-46,826095;-43,177555;-42,361938;-40,463265;-0,079053;-43,246678
13366,900391;-0,078746;-48,712716;-48,035443;-49,915097;-40,235386;-40,085665;-40,202793;-12,146800;-12,387491;-12,165212;-46,113197;-46,442115;-47,006003;-46,124335;-46,290880;-47,293361;-43,875735;-43,083546;-41,374220;-0,078869;-43,947672
13521,700195;-0,078334;-49,233025;-48,842689;-50,303700;-41,233098;-41,041606;-41,216806;-12,599440;-12,823188;-12,595736;-46,664083;-46,868281;-47,517226;-46,634817;-46,769596;-47,695059;-44,630553;-43,846229;-42,310426;-0,078466;-44,704092
13678,200195;-0,077791;-50,336273;-50,123425;-51,348053;-42,256581;-42,026055;-42,248644;-13,020787;-13,224617;-12,998414;-47,091554;-47,178375;-47,923607;-47,037076;-47,122363;-48,017410;-45,441794;-44,653335;-43,275367;-0,078115;-45,508929
13836,599609;-0,077615;-51,731054;-51,576908;-52,729452;-43,314168;-43,043995;-43,310289;-13,411066;-13,596908;-13,374734;-47,402923;-47,378048;-48,226254;-47,331722;-47,357235;-48,260247;-46,311694;-45,511811;-44,278067;-0,077931;-46,366385
13996,799805;-0,077230;-53,164466;-52,998608;-54,234479;-44,418566;-44,112275;-44,412515;-13,773868;-13,945591;-13,726662;-47,600925;-47,469353;-48,433589;-47,522077;-47,479026;-48,427537;-47,244603;-46,430871;-45,325529;-0,077466;-47,282206
14158,900391;-0,076853;-54,429592;-54,148278;-55,689416;-45,566755;-45,231065;-45,561678;-14,112174;-14,274329;-14,055429;-47,689815;-47,458974;-48,552072;-47,610432;-47,495521;-48,521599;-48,237929;-47,414805;-46,423243;-0,077010;-48,257864
14322,900391;-0,076634;-55,204754;-54,747182;-56,926873;-46,744069;-46,399167;-46,751757;-14,428769;-14,584281;-14,363749;-47,675743;-47,352170;-48,588534;-47,602217;-47,411910;-48,547772;-49,267619;-48,458969;-47,565510;-0,076897;-49,284121
14488,700195;-0,076310;-55,262154;-54,549940;-57,692583;-47,887134;-47,570513;-47,951984;-14,725338;-14,876762;-14,652529;-47,556383;-47,150729;-48,550049;-47,496736;-47,233011;-48,507015;-50,274196;-49,521404;-48,715061;-0,076380;-50,323862
14656,500000;-0,076135;-54,564747;-53,642952;-57,801885;-48,856331;-48,645267;-49,070307;-15,005372;-15,153744;-14,924520;-47,336450;-46,854216;-48,434645;-47,296138;-46,959156;-48,402683;-51,101126;-50,502714;-49,779642;-0,076117;-51,286457
